,corporate_number,name,subsidy_title,amount,date_of_approval
10244,5370401000920,株式会社櫻井農場,水田活用直接支払交付金,4021620,2023-12-13
10243,5370401000920,株式会社櫻井農場,畑作物産地形成促進事業,2664000,2023-12-13
10242,5370401000920,株式会社櫻井農場,水田活用直接支払交付金,1455000,2024-03-15
10249,5370401000920,株式会社櫻井農場,水田活用直接支払交付金,6108884,2021-12-15
10262,5370401000929,株式会社よねやまファーム,水田活用の直接支払交付金,1481500,2018-12-06
10258,5370401000929,株式会社よねやまファーム,水田活用直接支払交付金,5656000,2023-12-13
10259,5370401000929,株式会社よねやまファーム,水田活用直接支払交付金,1699484,2021-12-15
10260,5370401000929,株式会社よねやまファーム,水田活用直接支払交付金,1734400,2019-12-17
10261,5370401000929,株式会社よねやまファーム,水田活用の直接支払交付金,224200,2018-12-11
10263,5370401000929,株式会社よねやまファーム,水田活用の直接支払交付金,1689014,2017-12-21
10264,5370401000937,株式会社木もれ陽,働き方改革推進支援助成金,225000,2020-12-21
10265,5370401000953,株式会社千貫農産,水田活用直接支払交付金,251100,2024-03-15
10287,5370401000953,株式会社千貫農産,経営所得安定対策,4046000,2015-09-24
10285,5370401000953,株式会社千貫農産,経営所得安定対策,7080500,2015-12-07
10284,5370401000953,株式会社千貫農産,経営所得安定対策,1631121,2015-12-24
10283,5370401000953,株式会社千貫農産,経営所得安定対策,6311340,2016-03-24
10282,5370401000953,株式会社千貫農産,米の直接支払交付金,764250,2017-12-05
10281,5370401000953,株式会社千貫農産,水田活用の直接支払交付金,8386137,2017-12-21
10280,5370401000953,株式会社千貫農産,水田活用の直接支払交付金,228390,2018-03-23
10279,5370401000953,株式会社千貫農産,畑作物の直接支払交付金,2538305,2018-03-23
10278,5370401000953,株式会社千貫農産,農業経営安定事業収入減少影響緩和対策交付金,739602,2018-06-14
10277,5370401000953,株式会社千貫農産,畑作物の直接支払交付金,2402000,2018-10-12
10286,5370401000953,株式会社千貫農産,経営所得安定対策,876000,2015-12-04
10275,5370401000953,株式会社千貫農産,水田活用の直接支払交付金,1201000,2018-12-11
10276,5370401000953,株式会社千貫農産,水田活用の直接支払交付金,4203500,2018-12-06
10266,5370401000953,株式会社千貫農産,水田活用直接支払交付金,7024404,2023-12-13
10267,5370401000953,株式会社千貫農産,水田活用直接支払交付金,217620,2023-03-15
10269,5370401000953,株式会社千貫農産,水田活用直接支払交付金,515950,2022-03-16
10268,5370401000953,株式会社千貫農産,水田活用直接支払交付金,7949271,2022-12-14
10271,5370401000953,株式会社千貫農産,畑作物の直接支払交付金,670815,2020-03-17
10270,5370401000953,株式会社千貫農産,水田活用直接支払交付金,8585639,2021-12-15
10272,5370401000953,株式会社千貫農産,水田活用直接支払交付金,3681600,2019-12-17
10273,5370401000953,株式会社千貫農産,畑作物の直接支払交付金,1534000,2019-10-16
10274,5370401000953,株式会社千貫農産,畑作物の直接支払交付金,1325580,2019-03-13
10294,5370402000110,有限会社三菜寿,経営所得安定対策,1252149,2015-12-24
10293,5370402000110,有限会社三菜寿,水田活用の直接支払交付金,954258,2017-12-21
10291,5370402000110,有限会社三菜寿,水田活用直接支払交付金,1148100,2019-12-17
10292,5370402000110,有限会社三菜寿,水田活用の直接支払交付金,1014600,2018-12-11
10289,5370402000110,有限会社三菜寿,水田活用直接支払交付金,760950,2022-12-14
10288,5370402000110,有限会社三菜寿,水田活用直接支払交付金,704880,2023-12-13
10290,5370402000110,有限会社三菜寿,水田活用直接支払交付金,987366,2021-12-15
10296,5370402000283,有限会社三塚牧場,水田活用直接支払交付金,27600,2023-03-15
10297,5370402000283,有限会社三塚牧場,水田活用直接支払交付金,170200,2022-12-14
10295,5370402000283,有限会社三塚牧場,水田活用直接支払交付金,46000,2023-12-13
10318,5370402002288,有限会社コピア,経営所得安定対策,30000,2015-09-24
10309,5370402002288,有限会社コピア,水田活用の直接支払交付金,238000,2018-12-06
10317,5370402002288,有限会社コピア,経営所得安定対策,186000,2015-12-04
10316,5370402002288,有限会社コピア,経営所得安定対策,7959382,2015-12-07
10315,5370402002288,有限会社コピア,経営所得安定対策,1880000,2015-12-22
10314,5370402002288,有限会社コピア,経営所得安定対策,763510,2015-12-24
10313,5370402002288,有限会社コピア,米の直接支払交付金,586500,2017-12-05
10312,5370402002288,有限会社コピア,水田活用の直接支払交付金,2299248,2017-12-21
10311,5370402002288,有限会社コピア,水田活用の直接支払交付金,1753500,2018-01-24
10310,5370402002288,有限会社コピア,水田活用の直接支払交付金,14195,2018-03-23
10307,5370402002288,有限会社コピア,水田活用直接支払交付金,270000,2019-12-17
10306,5370402002288,有限会社コピア,水田活用直接支払交付金,2818692,2021-12-15
10305,5370402002288,有限会社コピア,水田活用直接支払交付金,146470,2022-03-16
10304,5370402002288,有限会社コピア,農業経営安定事業収入減少影響緩和対策交付金,686069,2022-06-23
10303,5370402002288,有限会社コピア,水田活用直接支払交付金,2949041,2022-12-14
10302,5370402002288,有限会社コピア,水田活用直接支払交付金,68640,2023-03-15
10301,5370402002288,有限会社コピア,農業経営安定事業収入減少影響緩和対策交付金,400455,2023-06-21
10300,5370402002288,有限会社コピア,水田活用直接支払交付金,2602225,2023-12-13
10299,5370402002288,有限会社コピア,コメ新市場開拓等促進事業,684000,2023-12-13
10298,5370402002288,有限会社コピア,水田活用直接支払交付金,80100,2024-03-15
10308,5370402002288,有限会社コピア,水田活用の直接支払交付金,2614464,2019-01-28
10319,5370405000132,医療法人社団豊衛会佐藤医院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,100000,2021-12-28
10320,5370405000132,医療法人社団豊衛会佐藤医院,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,1200000,2021-10-15
10321,5370405000132,医療法人社団豊衛会佐藤医院,新型インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業）,28574000,2020-12-10
10324,5370405000479,医療法人社団圭秀会八木小児科医院,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,1000000,2021-03-25
10325,5370405000479,医療法人社団圭秀会八木小児科医院,令和２年度新型インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業）,4844000,2021-03-10
10322,5370405000479,医療法人社団圭秀会八木小児科医院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-03-30
10323,5370405000479,医療法人社団圭秀会八木小児科医院,令和３年度（令和２年度からの繰越分）インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業）,2152000,2022-03-03
10326,5370405000487,医療法人社団恭謹会上杉皮膚科医院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-02-21
10327,5370405000487,医療法人社団恭謹会上杉皮膚科医院,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,250000,2021-03-25
10328,5370405000504,みやぎ登米農業協同組合,家畜改良推進事業,200000,2015-09-02
10345,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,829280,2019-03-13
10346,5370405000561,農事組合法人長根生産組合,水田活用の直接支払交付金,4293200,2018-12-11
10347,5370405000561,農事組合法人長根生産組合,水田活用の直接支払交付金,10307500,2018-12-06
10348,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,5890000,2018-10-12
10349,5370405000561,農事組合法人長根生産組合,農業経営安定事業収入減少影響緩和対策交付金,1144989,2018-06-14
10350,5370405000561,農事組合法人長根生産組合,水田活用の直接支払交付金,344080,2018-03-23
10352,5370405000561,農事組合法人長根生産組合,水田活用の直接支払交付金,13742718,2017-12-21
10353,5370405000561,農事組合法人長根生産組合,経営所得安定対策,5471635,2016-03-24
10354,5370405000561,農事組合法人長根生産組合,経営所得安定対策,2324901,2015-12-24
10355,5370405000561,農事組合法人長根生産組合,経営所得安定対策,11553500,2015-12-22
10356,5370405000561,農事組合法人長根生産組合,経営所得安定対策,5774000,2015-09-24
10344,5370405000561,農事組合法人長根生産組合,農業経営安定事業収入減少影響緩和対策交付金,1023003,2019-06-18
10351,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,2645605,2018-03-23
10343,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,5890000,2019-10-16
10341,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,3633400,2020-03-17
10331,5370405000561,農事組合法人長根生産組合,畑作物産地形成促進事業,10284000,2023-12-13
10340,5370405000561,農事組合法人長根生産組合,農業経営安定事業収入減少影響緩和対策交付金,298412,2020-06-19
10339,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,5552000,2021-10-20
10338,5370405000561,農事組合法人長根生産組合,水田活用直接支払交付金,7234338,2021-12-15
10337,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,6203385,2022-03-16
10336,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,6918000,2022-10-26
10335,5370405000561,農事組合法人長根生産組合,水田活用直接支払交付金,7616950,2022-12-14
10334,5370405000561,農事組合法人長根生産組合,水田活用直接支払交付金,665700,2023-03-15
10333,5370405000561,農事組合法人長根生産組合,農業経営安定事業収入減少影響緩和対策交付金,620313,2023-06-21
10332,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,6816000,2023-10-25
10330,5370405000561,農事組合法人長根生産組合,水田活用直接支払交付金,5380760,2023-12-13
10329,5370405000561,農事組合法人長根生産組合,畑作物の直接支払交付金,1100395,2024-03-15
10342,5370405000561,農事組合法人長根生産組合,水田活用直接支払交付金,14136000,2019-12-17
